id,doi,year,journal,membrane_detailed,membrane,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,membrane_type,solute_name,secondary_solute_name,secondary_solute_ratio,solvent,pressure,flux_lmh,permeance,rejection,temperature,process_configuration,exclude,solute_smiles,secondary_solute_smiles,loss_weight,solute_category,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,batch,date,solute_identifier,secondary_solute_identifier,source
349,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Ethanol,30.0,,0.24,0.391,21.0,DE,0,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,1.0,metal_catalyst,C(C)O,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,AD1,,94928-86-6,94928-86-6,cat
350,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Ethanol,30.0,,0.24,0.216,21.0,DE,0,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,1.0,metal_catalyst,C(C)O,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,769.005,8.582500000000005,769.005,8.582500000000005,AD1,,676525-77-2,676525-77-2,cat
351,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Ethanol,30.0,,0.24,0.177,21.0,DE,0,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,1.0,metal_catalyst,C(C)O,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,976.959,11.176499999999987,976.959,11.176499999999987,AD1,,870987-63-6,870987-63-6,cat
352,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.034,21.0,DE,0,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,511.9800000000001,4.2893,511.9800000000001,4.2893,RXA131,12/9/2024,1109-15-5,1109-15-5,cat
353,,,,,DM300,DM,300,59.0,-37.5,0,0,,,,0.5,Acetonitrile,30.0,,0.51909254,0.655,21.0,DE,0,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,1.0,organocatalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,511.9800000000001,4.2893,511.9800000000001,4.2893,RXA131,12/9/2024,1109-15-5,1109-15-5,cat
354,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,30.0,,0.36,0.389,21.0,DE,0,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,1.0,organocatalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,511.9800000000001,4.2893,511.9800000000001,4.2893,RXA131,12/9/2024,1109-15-5,1109-15-5,cat
355,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,20.0,,0.36,0.423,21.0,DE,0,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,1.0,organocatalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,511.9800000000001,4.2893,511.9800000000001,4.2893,RXA131,12/9/2024,1109-15-5,1109-15-5,cat
356,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,10.0,,0.36,0.625,21.0,DE,0,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,1.0,organocatalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,511.9800000000001,4.2893,511.9800000000001,4.2893,RXA131,12/9/2024,1109-15-5,1109-15-5,cat
357,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,30.0,,0.36,0.072,21.0,DE,0,Oc1ccc(C2(c3ccc(O)cc3O4)c5c(C(O2)=O)cccc5)c4c1,Oc1ccc(C2(c3ccc(O)cc3O4)c5c(C(O2)=O)cccc5)c4c1,1.0,organocatalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,332.311,3.6658000000000017,332.311,3.6658000000000017,OC3,12/10/2024,2321-07-5,2321-07-5,cat
358,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,30.0,,0.36,0.047,21.0,DE,0,c12c(OCCOCCOc3c(OCCOCCO2)cccc3)cccc1,c12c(OCCOCCOc3c(OCCOCCO2)cccc3)cccc1,1.0,organocatalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,360.406,2.948800000000001,360.406,2.948800000000001,OC3,12/10/2024,14187-32-7,14187-32-7,cat
359,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,30.0,,0.36,0.073,21.0,DE,0,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,1.0,organocatalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,264.3179999999999,0.09960000000000102,264.3179999999999,0.09960000000000102,OC3,12/10/2024,17455-13-9,17455-13-9,cat
360,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,30.0,,0.36,0.454,21.0,DE,0,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,1.0,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,AD1,,94928-86-6,94928-86-6,cat
361,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,30.0,,0.36,0.128,21.0,DE,0,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,1.0,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,769.005,8.582500000000005,769.005,8.582500000000005,AD1,,676525-77-2,676525-77-2,cat
362,,,,,NFX,NF,225,-1.0,0.0,1,1,,,,0.5,Acetonitrile,30.0,,0.36,0.104,21.0,DE,0,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,1.0,metal_catalyst,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,976.959,11.176499999999987,976.959,11.176499999999987,AD1,,870987-63-6,870987-63-6,cat
363,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.583,21.0,DE,0,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,AD1,,94928-86-6,94928-86-6,cat
364,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.744,21.0,DE,0,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,769.005,8.582500000000005,769.005,8.582500000000005,AD1,,676525-77-2,676525-77-2,cat
365,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.749,21.0,DE,0,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,976.959,11.176499999999987,976.959,11.176499999999987,AD1,,870987-63-6,870987-63-6,cat
366,,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,,,0.5,Ethyl acetate,30.0,,3.897707231,0.494,21.0,DE,0,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,AD1,,94928-86-6,94928-86-6,cat
367,,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,,,0.5,Ethyl acetate,30.0,,3.897707231,0.374,21.0,DE,0,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,769.005,8.582500000000005,769.005,8.582500000000005,AD1,,676525-77-2,676525-77-2,cat
368,,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,,,0.5,Ethyl acetate,30.0,,3.897707231,0.355,21.0,DE,0,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,976.959,11.176499999999987,976.959,11.176499999999987,AD1,,870987-63-6,870987-63-6,cat
369,,,,,DM300,DM,300,59.0,-37.5,0,0,,,,0.5,Ethyl acetate,30.0,,0.27,0.682,21.0,DE,0,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,AD1,,94928-86-6,94928-86-6,cat
370,,,,,DM300,DM,300,59.0,-37.5,0,0,,,,0.5,Ethyl acetate,30.0,,0.27,0.674,21.0,DE,0,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,769.005,8.582500000000005,769.005,8.582500000000005,AD1,,676525-77-2,676525-77-2,cat
371,,,,,DM300,DM,300,59.0,-37.5,0,0,,,,0.5,Ethyl acetate,30.0,,0.27,0.556,21.0,DE,0,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,976.959,11.176499999999987,976.959,11.176499999999987,AD1,,870987-63-6,870987-63-6,cat
372,,,,,SS336,SS,500,82.0,0.0,0,1,,,,0.5,Ethyl acetate,30.0,,2.439741329,0.84,21.0,DE,0,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,AD1,,94928-86-6,94928-86-6,cat
373,,,,,SS336,SS,500,82.0,0.0,0,1,,,,0.5,Ethyl acetate,30.0,,2.439741329,0.809,21.0,DE,0,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,769.005,8.582500000000005,769.005,8.582500000000005,AD1,,676525-77-2,676525-77-2,cat
374,,,,,SS336,SS,500,82.0,0.0,0,1,,,,0.5,Ethyl acetate,30.0,,2.439741329,0.794,21.0,DE,0,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,1.0,metal_catalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,976.959,11.176499999999987,976.959,11.176499999999987,AD1,,870987-63-6,870987-63-6,cat
375,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.734,21.0,DE,0,Ic1c(O[Na])c(I)cc2c1OC3C(C(C(I)=CC3=C2c4c(Cl)c(Cl)c(Cl)c(Cl)c4C(O[Na])=O)=O)I,Ic1c(O[Na])c(I)cc2c1OC3C(C(C(I)=CC3=C2c4c(Cl)c(Cl)c(Cl)c(Cl)c4C(O[Na])=O)=O)I,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1019.6549999999997,7.480100000000001,1019.6549999999997,7.480100000000001,OC1,12/5/2024,632-69-9,632-69-9,cat
376,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.643,21.0,DE,0,C[n+](c(cccc1)c1c2c3c(C)cc(C)cc3C)c4c2cccc4,C[n+](c(cccc1)c1c2c3c(C)cc(C)cc3C)c4c2cccc4,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,312.436,5.409760000000005,312.436,5.409760000000005,OC1,12/5/2024,1442433-71-7,1442433-71-7,cat
377,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.104,21.0,DE,0,Oc(c1c2c(O)ccc3c2cccc3)ccc4c1cccc4,Oc(c1c2c(O)ccc3c2cccc3)ccc4c1cccc4,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,286.33,5.071200000000004,286.33,5.071200000000004,OC1,12/5/2024,18531-99-2,18531-99-2,cat
378,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.84,21.0,DE,0,CC[C@@H]1CN2CCC1CC2[C@H](Oc3c4ccccc4c(O[C@@H](C5CC6CCN5C[C@@H]6CC)c7c8cc(OC)ccc8ncc7)nn3)c9c%10cc(OC)ccc%10ncc9,CC[C@@H]1CN2CCC1CC2[C@H](Oc3c4ccccc4c(O[C@@H](C5CC6CCN5C[C@@H]6CC)c7c8cc(OC)ccc8ncc7)nn3)c9c%10cc(OC)ccc%10ncc9,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,778.998,9.224400000000003,778.998,9.224400000000003,OC1,12/5/2024,140924-50-1,140924-50-1,cat
379,,,,,PMS600,PM,600,-1.0,0.0,1,1,,,,0.5,Ethyl acetate,30.0,,2.51,0.368,21.0,DE,0,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n(c5c6cccc5)c7c6cccc7)c(n(c8c9cccc8)c%10c9cccc%10)c1n(c%11c%12cccc%11)c%13c%12cccc%13,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n(c5c6cccc5)c7c6cccc7)c(n(c8c9cccc8)c%10c9cccc%10)c1n(c%11c%12cccc%11)c%13c%12cccc%13,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,788.914,13.818359999999974,788.914,13.818359999999974,OC1,12/5/2024,1416881-52-1,1416881-52-1,cat
380,,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,,,0.5,Ethyl acetate,30.0,,3.897707231,1.0,21.0,DE,0,Ic1c(O[Na])c(I)cc2c1OC3C(C(C(I)=CC3=C2c4c(Cl)c(Cl)c(Cl)c(Cl)c4C(O[Na])=O)=O)I,Ic1c(O[Na])c(I)cc2c1OC3C(C(C(I)=CC3=C2c4c(Cl)c(Cl)c(Cl)c(Cl)c4C(O[Na])=O)=O)I,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1019.6549999999997,7.480100000000001,1019.6549999999997,7.480100000000001,OC1,12/5/2024,632-69-9,632-69-9,cat
381,,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,,,0.5,Ethyl acetate,30.0,,3.897707231,0.423,21.0,DE,0,C[n+](c(cccc1)c1c2c3c(C)cc(C)cc3C)c4c2cccc4,C[n+](c(cccc1)c1c2c3c(C)cc(C)cc3C)c4c2cccc4,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,312.436,5.409760000000005,312.436,5.409760000000005,OC1,12/5/2024,1442433-71-7,1442433-71-7,cat
382,,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,,,0.5,Ethyl acetate,30.0,,3.897707231,0.022,21.0,DE,0,Oc(c1c2c(O)ccc3c2cccc3)ccc4c1cccc4,Oc(c1c2c(O)ccc3c2cccc3)ccc4c1cccc4,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,286.33,5.071200000000004,286.33,5.071200000000004,OC1,12/5/2024,18531-99-2,18531-99-2,cat
383,,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,,,0.5,Ethyl acetate,30.0,,3.897707231,0.634,21.0,DE,0,CC[C@@H]1CN2CCC1CC2[C@H](Oc3c4ccccc4c(O[C@@H](C5CC6CCN5C[C@@H]6CC)c7c8cc(OC)ccc8ncc7)nn3)c9c%10cc(OC)ccc%10ncc9,CC[C@@H]1CN2CCC1CC2[C@H](Oc3c4ccccc4c(O[C@@H](C5CC6CCN5C[C@@H]6CC)c7c8cc(OC)ccc8ncc7)nn3)c9c%10cc(OC)ccc%10ncc9,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,778.998,9.224400000000003,778.998,9.224400000000003,OC1,12/5/2024,140924-50-1,140924-50-1,cat
384,,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,,,,0.5,Ethyl acetate,30.0,,3.897707231,0.046,21.0,DE,0,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n(c5c6cccc5)c7c6cccc7)c(n(c8c9cccc8)c%10c9cccc%10)c1n(c%11c%12cccc%11)c%13c%12cccc%13,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n(c5c6cccc5)c7c6cccc7)c(n(c8c9cccc8)c%10c9cccc%10)c1n(c%11c%12cccc%11)c%13c%12cccc%13,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,788.914,13.818359999999974,788.914,13.818359999999974,OC1,12/5/2024,1416881-52-1,1416881-52-1,cat
385,,,,,DM300,DM,300,59.0,-37.5,0,0,,,,0.5,Ethyl acetate,30.0,,0.27,0.979536153,21.0,DE,0,Ic1c(O[Na])c(I)cc2c1OC3C(C(C(I)=CC3=C2c4c(Cl)c(Cl)c(Cl)c(Cl)c4C(O[Na])=O)=O)I,Ic1c(O[Na])c(I)cc2c1OC3C(C(C(I)=CC3=C2c4c(Cl)c(Cl)c(Cl)c(Cl)c4C(O[Na])=O)=O)I,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1019.6549999999997,7.480100000000001,1019.6549999999997,7.480100000000001,OC1,12/5/2024,632-69-9,632-69-9,cat
386,,,,,DM300,DM,300,59.0,-37.5,0,0,,,,0.5,Ethyl acetate,30.0,,0.27,0.834824927,21.0,DE,0,C[n+](c(cccc1)c1c2c3c(C)cc(C)cc3C)c4c2cccc4,C[n+](c(cccc1)c1c2c3c(C)cc(C)cc3C)c4c2cccc4,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,312.436,5.409760000000005,312.436,5.409760000000005,OC1,12/5/2024,1442433-71-7,1442433-71-7,cat
387,,,,,DM300,DM,300,59.0,-37.5,0,0,,,,0.5,Ethyl acetate,30.0,,0.27,0.353269254,21.0,DE,0,Oc(c1c2c(O)ccc3c2cccc3)ccc4c1cccc4,Oc(c1c2c(O)ccc3c2cccc3)ccc4c1cccc4,1.0,organocatalyst,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,286.33,5.071200000000004,286.33,5.071200000000004,OC1,12/5/2024,18531-99-2,18531-99-2,cat
