SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
C=C(c1ccccc1)[C@@H](Nc1c(Nc2ccccc2NC(=O)c2cccc(N)c2)c1=O)P(=O)(OC(C)C)OC(C)C,Toxic,0.789,Toxic  (Medium Confidence),Safe,0.141,Safe  (High Confidence),Toxic,0.789,Toxic  (Medium Confidence),0.160,None,Safe,0.000,Safe  (High Confidence),Safe,0.161,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.752,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.066,Safe  (High Confidence),-0.080,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.890,Toxic  (High Confidence),Safe,0.019,Safe  (High Confidence),6.960,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.225,Safe  (Medium Confidence),Safe,0.294,Safe  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.062,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.721,Toxic  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.068,Safe  (High Confidence),-6631.170,PIGC50% > -0.5 log ug/L: toxic,2.150,None,2.470,None,20.110,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.775,Toxic  (Medium Confidence),Safe,0.464,Safe  (Low Confidence),Safe,0.309,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.067,Safe  (High Confidence),Toxic,0.963,Toxic  (High Confidence),Safe,0.132,Safe  (High Confidence)
O=c1c(Nc2cc(CN3CCCC3)c(O)c(CN3CCCC3)c2)c(Nc2cc(-c3ccccn3)[nH]n2)c1=O,Safe,0.010,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.896,Toxic  (High Confidence),0.260,None,Safe,0.000,Safe  (High Confidence),Safe,0.469,Safe  (Low Confidence),Toxic,0.994,Toxic  (High Confidence),Toxic,0.652,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),-0.690,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.808,Toxic  (Medium Confidence),Safe,0.177,Safe  (Medium Confidence),6.810,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.093,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.045,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.338,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),-4763.740,PIGC50% > -0.5 log ug/L: toxic,2.810,None,1.950,None,12.780,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Toxic,0.672,Toxic  (Medium Confidence),Safe,0.273,Safe  (Medium Confidence),Safe,0.091,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.420,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence)
COC(=O)CC[C@H](Nc1c(N[C@H](C(=O)NCc2ccccc2)C(C)(C)C)c(=O)c(=O)c1=O)C(=O)OC,Safe,0.005,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.396,Safe  (Low Confidence),-0.380,None,Safe,0.001,Safe  (High Confidence),Safe,0.077,Safe  (High Confidence),Toxic,0.861,Toxic  (High Confidence),Safe,0.418,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),1.120,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.631,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),6.890,None,Toxic,0.984,Toxic  (High Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.190,Safe  (Medium Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.296,Safe  (Medium Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-263.180,PIGC50% > -0.5 log ug/L: toxic,2.450,None,2.790,None,4.830,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.045,Safe  (High Confidence),Safe,0.300,Safe  (Medium Confidence),Safe,0.394,Safe  (Low Confidence),Toxic,0.706,Toxic  (Medium Confidence),Safe,0.080,Safe  (High Confidence),Toxic,0.564,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence)
CC(=O)OC[C@H]1C[C@@H](NC(=O)Nc2ccc(Br)cn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Safe,0.443,Safe  (Low Confidence),Safe,0.056,Safe  (High Confidence),Toxic,0.554,Toxic  (Low Confidence),-0.350,None,Safe,0.076,Safe  (High Confidence),Toxic,0.848,Toxic  (High Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.227,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),1.540,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.609,Toxic  (Low Confidence),Toxic,0.978,Toxic  (High Confidence),7.070,None,Toxic,0.991,Toxic  (High Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.455,Safe  (Low Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-81.120,PIGC50% > -0.5 log ug/L: toxic,2.200,None,2.360,None,3.990,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.001,Safe  (High Confidence),Safe,0.438,Safe  (Low Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.247,Safe  (Medium Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
O=C(Nc1nc(-c2ccc(Br)cc2)cs1)Nc1ccccc1Nc1cccc2cccnc12,Safe,0.012,Safe  (High Confidence),Safe,0.197,Safe  (Medium Confidence),Safe,0.352,Safe  (Low Confidence),1.250,None,Safe,0.000,Safe  (High Confidence),Safe,0.300,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.908,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),0.390,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.921,Toxic  (High Confidence),Safe,0.034,Safe  (High Confidence),4.810,None,Toxic,1.000,Toxic  (High Confidence),Toxic,0.989,Toxic  (High Confidence),Safe,0.093,Safe  (High Confidence),Safe,0.045,Safe  (High Confidence),Safe,0.081,Safe  (High Confidence),Safe,0.416,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.651,Toxic  (Low Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.972,Toxic  (High Confidence),-340.770,PIGC50% > -0.5 log ug/L: toxic,2.770,None,1.590,None,6.170,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.678,Toxic  (Medium Confidence),Safe,0.477,Safe  (Low Confidence),Toxic,0.910,Toxic  (High Confidence),Safe,0.061,Safe  (High Confidence),Safe,0.235,Safe  (Medium Confidence),Toxic,0.998,Toxic  (High Confidence),Toxic,0.661,Toxic  (Low Confidence)
CC(C)[C@@H](CP(c1ccccc1)c1ccccc1)Nc1c(Nc2nnc(-c3ccncc3)s2)c1=O,Safe,0.006,Safe  (High Confidence),Safe,0.273,Safe  (Medium Confidence),Toxic,0.721,Toxic  (Medium Confidence),2.210,None,Safe,0.000,Safe  (High Confidence),Safe,0.285,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.703,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.055,Safe  (High Confidence),0.350,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.831,Toxic  (Medium Confidence),Toxic,0.954,Toxic  (High Confidence),6.720,None,Toxic,0.989,Toxic  (High Confidence),Toxic,0.609,Toxic  (Low Confidence),Safe,0.137,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.168,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.631,Toxic  (Low Confidence),Safe,0.012,Safe  (High Confidence),Toxic,0.969,Toxic  (High Confidence),-840.150,PIGC50% > -0.5 log ug/L: toxic,2.670,None,1.270,None,8.380,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.859,Toxic  (High Confidence),Toxic,0.711,Toxic  (Medium Confidence),Toxic,0.608,Toxic  (Low Confidence),Safe,0.298,Safe  (Medium Confidence),Safe,0.237,Safe  (Medium Confidence),Toxic,0.732,Toxic  (Medium Confidence),Safe,0.123,Safe  (High Confidence)
Cc1cccc(Nc2c(NC(=O)[C@H]3CCC(=O)N3)c(=S)c2=S)c1C,Toxic,0.632,Toxic  (Low Confidence),Safe,0.051,Safe  (High Confidence),Toxic,0.544,Toxic  (Low Confidence),-0.070,None,Safe,0.001,Safe  (High Confidence),Safe,0.454,Safe  (Low Confidence),Toxic,0.996,Toxic  (High Confidence),Toxic,0.596,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),0.490,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.773,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),4.140,None,Toxic,0.975,Toxic  (High Confidence),Toxic,0.688,Toxic  (Medium Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.170,Safe  (Medium Confidence),Safe,0.051,Safe  (High Confidence),Safe,0.346,Safe  (Low Confidence),Safe,0.062,Safe  (High Confidence),Toxic,0.567,Toxic  (Low Confidence),0.450,PIGC50% > -0.5 log ug/L: toxic,2.350,None,1.760,None,4.180,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.873,Toxic  (High Confidence),Toxic,0.582,Toxic  (Low Confidence),Toxic,0.883,Toxic  (High Confidence),Safe,0.090,Safe  (High Confidence),Safe,0.285,Safe  (Medium Confidence),Toxic,0.555,Toxic  (Low Confidence),Safe,0.041,Safe  (High Confidence)
CCOC(=O)[C@@H]1[C@@H]2C=C[C@@H](C2)[C@@H]1Nc1c(NCCCSC)c1=O,Toxic,0.964,Toxic  (High Confidence),Safe,0.066,Safe  (High Confidence),Toxic,0.850,Toxic  (High Confidence),0.710,None,Safe,0.049,Safe  (High Confidence),Toxic,0.840,Toxic  (High Confidence),Toxic,0.971,Toxic  (High Confidence),Safe,0.330,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),0.410,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.594,Toxic  (Low Confidence),Safe,0.061,Safe  (High Confidence),5.460,None,Toxic,0.859,Toxic  (High Confidence),Safe,0.150,Safe  (High Confidence),Safe,0.092,Safe  (High Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.130,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.266,Safe  (Medium Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),0.660,PIGC50% > -0.5 log ug/L: toxic,2.520,None,1.930,None,3.920,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.969,Toxic  (High Confidence),Toxic,0.621,Toxic  (Low Confidence),Safe,0.224,Safe  (Medium Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.107,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence)
N#Cc1ccc(Nc2c(Nc3nonc3CO)c(=O)c2=O)cc1,Safe,0.344,Safe  (Low Confidence),Safe,0.027,Safe  (High Confidence),Toxic,0.596,Toxic  (Low Confidence),0.240,None,Safe,0.000,Safe  (High Confidence),Safe,0.247,Safe  (Medium Confidence),Toxic,0.844,Toxic  (High Confidence),Toxic,0.804,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.143,Safe  (High Confidence),0.600,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.829,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),5.000,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.167,Safe  (Medium Confidence),Safe,0.048,Safe  (High Confidence),Safe,0.121,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.069,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.346,Safe  (Low Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),0.780,PIGC50% > -0.5 log ug/L: toxic,1.980,None,2.140,None,4.280,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.896,Toxic  (High Confidence),Safe,0.478,Safe  (Low Confidence),Toxic,0.624,Toxic  (Low Confidence),Safe,0.135,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Toxic,0.789,Toxic  (Medium Confidence),Safe,0.006,Safe  (High Confidence)
COc1ccc(CNC(=S)NC(=O)c2ccoc2C)cc1,Toxic,0.521,Toxic  (Low Confidence),Safe,0.096,Safe  (High Confidence),Safe,0.353,Safe  (Low Confidence),0.260,None,Safe,0.004,Safe  (High Confidence),Safe,0.393,Safe  (Low Confidence),Toxic,0.895,Toxic  (High Confidence),Toxic,0.799,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),1.120,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.533,Toxic  (Low Confidence),Safe,0.214,Safe  (Medium Confidence),5.180,None,Toxic,0.874,Toxic  (High Confidence),Safe,0.057,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.115,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.140,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Toxic,0.691,Toxic  (Medium Confidence),2.830,PIGC50% > -0.5 log ug/L: toxic,2.140,None,1.820,None,4.400,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.355,Safe  (Low Confidence),Safe,0.395,Safe  (Low Confidence),Safe,0.078,Safe  (High Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.305,Safe  (Medium Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.133,Safe  (High Confidence)
CC(C)COc1cc(C(=O)Nc2ccccc2-c2c(F)c(F)c(F)c(F)c2F)nc2c(NC(=S)Nc3ccccc3NC(=O)c3ccccc3)cccc12,Toxic,0.857,Toxic  (High Confidence),Safe,0.059,Safe  (High Confidence),Toxic,0.679,Toxic  (Medium Confidence),-63.120,None,Safe,0.000,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.945,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),0.020,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.956,Toxic  (High Confidence),Safe,0.029,Safe  (High Confidence),8.910,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.043,Safe  (High Confidence),Safe,0.380,Safe  (Low Confidence),Safe,0.072,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.145,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.932,Toxic  (High Confidence),-4710866.650,PIGC50% > -0.5 log ug/L: toxic,2.280,None,2.250,None,5954.500,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.004,Safe  (High Confidence),Safe,0.139,Safe  (High Confidence),Safe,0.466,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),Toxic,0.885,Toxic  (High Confidence)
CC(=O)N[C@@H]1CCCC[C@H]1NS(=O)(=O)Nc1ccc(C/C=N\OC(C)(C)C)cc1,Safe,0.011,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Toxic,0.567,Toxic  (Low Confidence),-0.190,None,Safe,0.004,Safe  (High Confidence),Safe,0.239,Safe  (Medium Confidence),Safe,0.193,Safe  (Medium Confidence),Safe,0.210,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),0.240,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.726,Toxic  (Medium Confidence),Toxic,0.794,Toxic  (Medium Confidence),6.700,None,Toxic,0.945,Toxic  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.106,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.074,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.121,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-7.920,PIGC50% > -0.5 log ug/L: toxic,2.620,None,1.930,None,4.070,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.994,Toxic  (High Confidence),Safe,0.456,Safe  (Low Confidence),Toxic,0.574,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.068,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
COc1cc(N[C@@H](C)CCCNc2c(NCc3ccccc3)c(=S)c2=S)c2nccc(C)c2c1Oc1ccc(Cl)c(Cl)c1,Safe,0.330,Safe  (Medium Confidence),Safe,0.059,Safe  (High Confidence),Toxic,0.754,Toxic  (Medium Confidence),2.170,None,Safe,0.000,Safe  (High Confidence),Safe,0.066,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.483,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),0.170,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.823,Toxic  (Medium Confidence),Safe,0.285,Safe  (Medium Confidence),6.770,None,Toxic,0.992,Toxic  (High Confidence),Toxic,0.907,Toxic  (High Confidence),Safe,0.148,Safe  (High Confidence),Safe,0.070,Safe  (High Confidence),Toxic,0.617,Toxic  (Low Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.641,Toxic  (Low Confidence),Safe,0.006,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),-20931.710,PIGC50% > -0.5 log ug/L: toxic,2.540,None,1.610,None,46.780,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.642,Toxic  (Low Confidence),Toxic,0.505,Toxic  (Low Confidence),Safe,0.109,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.355,Safe  (Low Confidence),Toxic,0.936,Toxic  (High Confidence),Toxic,0.955,Toxic  (High Confidence)
CC(C)c1ccc(Cl)c(S(=O)(=O)NC(=S)NCCCCCc2cnc[nH]2)c1,Safe,0.001,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.363,Safe  (Low Confidence),0.350,None,Safe,0.000,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Toxic,0.963,Toxic  (High Confidence),Toxic,0.717,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.220,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.577,Toxic  (Low Confidence),Safe,0.016,Safe  (High Confidence),7.630,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.074,Safe  (High Confidence),Safe,0.060,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.026,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.063,Safe  (High Confidence),-2.820,PIGC50% > -0.5 log ug/L: toxic,2.490,None,0.940,None,4.560,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.784,Toxic  (Medium Confidence),Toxic,0.579,Toxic  (Low Confidence),Toxic,0.588,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.089,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
