SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,Safe,0.001,Safe  (High Confidence),Safe,0.206,Safe  (Medium Confidence),Toxic,0.626,Toxic  (Low Confidence),2.710,None,Safe,0.000,Safe  (High Confidence),Safe,0.266,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.454,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.182,Safe  (Medium Confidence),0.710,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.678,Toxic  (Medium Confidence),Toxic,0.979,Toxic  (High Confidence),7.370,None,Toxic,0.958,Toxic  (High Confidence),Safe,0.373,Safe  (Low Confidence),Safe,0.100,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.526,Toxic  (Low Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.325,Safe  (Medium Confidence),Safe,0.016,Safe  (High Confidence),Safe,0.112,Safe  (High Confidence),-17.260,PIGC50% > -0.5 log ug/L: toxic,2.090,None,0.910,None,5.410,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Toxic,0.712,Toxic  (Medium Confidence),Safe,0.066,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.554,Toxic  (Low Confidence),Toxic,0.845,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,Safe,0.024,Safe  (High Confidence),Safe,0.296,Safe  (Medium Confidence),Safe,0.498,Safe  (Low Confidence),2.160,None,Safe,0.004,Safe  (High Confidence),Safe,0.261,Safe  (Medium Confidence),Toxic,0.997,Toxic  (High Confidence),Safe,0.327,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.096,Safe  (High Confidence),0.310,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.700,Toxic  (Medium Confidence),Safe,0.182,Safe  (Medium Confidence),5.740,None,Toxic,0.665,Toxic  (Low Confidence),Toxic,0.539,Toxic  (Low Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.793,Toxic  (Medium Confidence),Safe,0.073,Safe  (High Confidence),Safe,0.037,Safe  (High Confidence),Safe,0.218,Safe  (Medium Confidence),Safe,0.077,Safe  (High Confidence),Safe,0.043,Safe  (High Confidence),3.140,PIGC50% > -0.5 log ug/L: toxic,2.470,None,0.950,None,4.600,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.987,Toxic  (High Confidence),Toxic,0.627,Toxic  (Low Confidence),Safe,0.474,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.450,Safe  (Low Confidence),Toxic,0.845,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence)
C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,Safe,0.001,Safe  (High Confidence),Safe,0.154,Safe  (High Confidence),Toxic,0.950,Toxic  (High Confidence),2.270,None,Safe,0.128,Safe  (High Confidence),Safe,0.140,Safe  (High Confidence),Toxic,0.954,Toxic  (High Confidence),Toxic,0.516,Toxic  (Low Confidence),Safe,0.051,Safe  (High Confidence),Toxic,0.896,Toxic  (High Confidence),-0.020,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.526,Toxic  (Low Confidence),Safe,0.048,Safe  (High Confidence),5.800,None,Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.101,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.741,Toxic  (Medium Confidence),Safe,0.081,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.180,Safe  (Medium Confidence),5.440,PIGC50% > -0.5 log ug/L: toxic,2.110,None,1.830,None,4.380,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.117,Safe  (High Confidence),Toxic,0.790,Toxic  (Medium Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.203,Safe  (Medium Confidence),Toxic,0.926,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence)
[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)c(ccn3)c4c3ccc(OC)c4,Safe,0.000,Safe  (High Confidence),Toxic,0.568,Toxic  (Low Confidence),Toxic,0.623,Toxic  (Low Confidence),-0.110,None,Safe,0.001,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Toxic,0.578,Toxic  (Low Confidence),Safe,0.255,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-0.590,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.768,Toxic  (Medium Confidence),Toxic,0.958,Toxic  (High Confidence),4.930,None,Toxic,0.865,Toxic  (High Confidence),Toxic,0.739,Toxic  (Medium Confidence),Safe,0.016,Safe  (High Confidence),Safe,0.071,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.260,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.034,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.135,Safe  (High Confidence),-1.110,PIGC50% > -0.5 log ug/L: toxic,3.080,None,1.820,None,3.970,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.417,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.453,Safe  (Low Confidence),Safe,0.026,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
c12cccnc1c3ccccc3cc2,Toxic,0.994,Toxic  (High Confidence),Safe,0.244,Safe  (Medium Confidence),Safe,0.082,Safe  (High Confidence),1.820,None,Safe,0.225,Safe  (Medium Confidence),Toxic,0.544,Toxic  (Low Confidence),Toxic,0.966,Toxic  (High Confidence),Toxic,0.983,Toxic  (High Confidence),Safe,0.317,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),0.840,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.820,Toxic  (Medium Confidence),Safe,0.010,Safe  (High Confidence),4.700,None,Toxic,0.502,Toxic  (Low Confidence),Toxic,0.967,Toxic  (High Confidence),Safe,0.225,Safe  (Medium Confidence),Safe,0.026,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.108,Safe  (High Confidence),Safe,0.035,Safe  (High Confidence),Toxic,0.699,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.109,Safe  (High Confidence),4.590,PIGC50% > -0.5 log ug/L: toxic,2.450,None,1.790,None,4.320,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.004,Safe  (High Confidence),Toxic,0.803,Toxic  (Medium Confidence),Safe,0.255,Safe  (Medium Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.286,Safe  (Medium Confidence),Toxic,0.725,Toxic  (Medium Confidence),Safe,0.029,Safe  (High Confidence)
[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)OC(c4ccccc4)=O)C[C@@H]5CC[N@]1C[C@@H]5C=C,Safe,0.002,Safe  (High Confidence),Safe,0.404,Safe  (Low Confidence),Toxic,0.599,Toxic  (Low Confidence),0.340,None,Safe,0.000,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Toxic,0.903,Toxic  (High Confidence),Safe,0.373,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),-0.450,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.802,Toxic  (Medium Confidence),Toxic,0.988,Toxic  (High Confidence),5.160,None,Toxic,0.965,Toxic  (High Confidence),Safe,0.364,Safe  (Low Confidence),Safe,0.120,Safe  (High Confidence),Safe,0.092,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.388,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.133,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.060,Safe  (High Confidence),-107.400,PIGC50% > -0.5 log ug/L: toxic,2.640,None,1.780,None,4.630,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.299,Safe  (Medium Confidence),Safe,0.158,Safe  (High Confidence),Safe,0.080,Safe  (High Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.055,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
OCC[P+](CCCC)(CCCC)CCCC,Safe,0.000,Safe  (High Confidence),Safe,0.052,Safe  (High Confidence),Toxic,0.795,Toxic  (Medium Confidence),1.210,None,Safe,0.385,Safe  (Low Confidence),Safe,0.202,Safe  (Medium Confidence),Toxic,0.926,Toxic  (High Confidence),Safe,0.213,Safe  (Medium Confidence),Toxic,0.792,Toxic  (Medium Confidence),Toxic,0.989,Toxic  (High Confidence),0.670,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.357,Safe  (Low Confidence),Safe,0.124,Safe  (High Confidence),4.310,None,Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.039,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.095,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),4.250,PIGC50% > -0.5 log ug/L: toxic,1.960,None,1.700,None,3.890,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.311,Safe  (Medium Confidence),Toxic,0.713,Toxic  (Medium Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.094,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.128,Safe  (High Confidence)
CCCCCCCC[P+](CCO)(CCCCCCCC)CCCCCCCC,Safe,0.000,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Toxic,0.626,Toxic  (Low Confidence),0.970,None,Toxic,0.509,Toxic  (Low Confidence),Safe,0.103,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.417,Safe  (Low Confidence),Safe,0.248,Safe  (Medium Confidence),Toxic,0.895,Toxic  (High Confidence),1.320,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.198,Safe  (Medium Confidence),Toxic,0.939,Toxic  (High Confidence),5.040,None,Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.039,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.019,Safe  (High Confidence),2.160,PIGC50% > -0.5 log ug/L: toxic,1.890,None,2.440,None,4.300,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.150,Safe  (High Confidence),Toxic,0.795,Toxic  (Medium Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.069,Safe  (High Confidence),Toxic,0.965,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence)
CCCC[P+](CCCC)(CCCC)CCCC,Safe,0.000,Safe  (High Confidence),Safe,0.085,Safe  (High Confidence),Toxic,0.831,Toxic  (Medium Confidence),1.970,None,Safe,0.310,Safe  (Medium Confidence),Safe,0.264,Safe  (Medium Confidence),Toxic,0.996,Toxic  (High Confidence),Safe,0.309,Safe  (Medium Confidence),Toxic,0.960,Toxic  (High Confidence),Toxic,0.998,Toxic  (High Confidence),0.510,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.456,Safe  (Low Confidence),Toxic,0.579,Toxic  (Low Confidence),5.880,None,Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.040,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.159,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),5.560,PIGC50% > -0.5 log ug/L: toxic,2.390,None,1.720,None,4.130,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.004,Safe  (High Confidence),Toxic,0.765,Toxic  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.129,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.804,Toxic  (Medium Confidence)
CCCC[N+](CCCC)(CCCC)CCCC,Safe,0.000,Safe  (High Confidence),Safe,0.042,Safe  (High Confidence),Toxic,0.775,Toxic  (Medium Confidence),1.700,None,Toxic,0.921,Toxic  (High Confidence),Safe,0.066,Safe  (High Confidence),Toxic,0.980,Toxic  (High Confidence),Safe,0.358,Safe  (Low Confidence),Toxic,0.970,Toxic  (High Confidence),Toxic,0.983,Toxic  (High Confidence),0.580,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.222,Safe  (Medium Confidence),Safe,0.289,Safe  (Medium Confidence),5.840,None,Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.585,Toxic  (Low Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),5.600,PIGC50% > -0.5 log ug/L: toxic,2.500,None,1.760,None,3.800,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.060,Safe  (High Confidence),Toxic,0.835,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.117,Safe  (High Confidence)
O=C(/C=C/c1ccccc1)\C=C\c2ccccc2,Safe,0.002,Safe  (High Confidence),Safe,0.139,Safe  (High Confidence),Safe,0.163,Safe  (High Confidence),1.780,None,Safe,0.420,Safe  (Low Confidence),Toxic,0.724,Toxic  (Medium Confidence),Toxic,0.996,Toxic  (High Confidence),Toxic,0.640,Toxic  (Low Confidence),Safe,0.009,Safe  (High Confidence),Toxic,0.972,Toxic  (High Confidence),0.750,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.548,Toxic  (Low Confidence),Safe,0.011,Safe  (High Confidence),6.040,None,Safe,0.249,Safe  (Medium Confidence),Safe,0.109,Safe  (High Confidence),Safe,0.045,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.846,Toxic  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.064,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.195,Safe  (Medium Confidence),4.800,PIGC50% > -0.5 log ug/L: toxic,1.760,None,2.030,None,4.980,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.998,Toxic  (High Confidence),Toxic,0.738,Toxic  (Medium Confidence),Toxic,0.896,Toxic  (High Confidence),Toxic,0.977,Toxic  (High Confidence),Safe,0.164,Safe  (High Confidence),Toxic,0.689,Toxic  (Medium Confidence),Safe,0.102,Safe  (High Confidence)
Cl[Pt]([S](C)C)(Cl)=C1N(c2c(C(C)C)cccc2C(C)C)CCN1c3c(C(C)C)cccc3C(C)C,Safe,0.230,Safe  (Medium Confidence),Toxic,0.981,Toxic  (High Confidence),Toxic,0.796,Toxic  (Medium Confidence),2.140,None,Safe,0.005,Safe  (High Confidence),Safe,0.173,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.077,Safe  (High Confidence),Toxic,0.966,Toxic  (High Confidence),0.040,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.722,Toxic  (Medium Confidence),Toxic,0.517,Toxic  (Low Confidence),8.390,None,Safe,0.452,Safe  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.129,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.048,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Toxic,0.920,Toxic  (High Confidence),-191.900,PIGC50% > -0.5 log ug/L: toxic,2.950,None,0.620,None,6.880,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.011,Safe  (High Confidence),Toxic,0.891,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.532,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)N)C[C@@H]4CC[N@]1C[C@@H]4CC,Safe,0.436,Safe  (Low Confidence),Toxic,0.682,Toxic  (Medium Confidence),Toxic,0.579,Toxic  (Low Confidence),0.300,None,Safe,0.000,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Toxic,0.772,Toxic  (Medium Confidence),Safe,0.219,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-0.370,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.744,Toxic  (Medium Confidence),Toxic,0.982,Toxic  (High Confidence),6.550,None,Toxic,0.901,Toxic  (High Confidence),Toxic,0.553,Toxic  (Low Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.033,Safe  (High Confidence),Safe,0.042,Safe  (High Confidence),Safe,0.165,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.293,Safe  (Medium Confidence),-0.350,PIGC50% > -0.5 log ug/L: toxic,3.000,None,1.570,None,3.910,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,1.000,Toxic  (High Confidence),Safe,0.497,Safe  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence)
O=C(/C=C/c1ccccc1)/C=C/c2ccccc2,Safe,0.002,Safe  (High Confidence),Safe,0.139,Safe  (High Confidence),Safe,0.163,Safe  (High Confidence),1.780,None,Safe,0.420,Safe  (Low Confidence),Toxic,0.724,Toxic  (Medium Confidence),Toxic,0.996,Toxic  (High Confidence),Toxic,0.640,Toxic  (Low Confidence),Safe,0.009,Safe  (High Confidence),Toxic,0.972,Toxic  (High Confidence),0.750,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.548,Toxic  (Low Confidence),Safe,0.011,Safe  (High Confidence),6.040,None,Safe,0.249,Safe  (Medium Confidence),Safe,0.109,Safe  (High Confidence),Safe,0.045,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.846,Toxic  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.064,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.195,Safe  (Medium Confidence),4.800,PIGC50% > -0.5 log ug/L: toxic,1.760,None,2.030,None,4.980,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.998,Toxic  (High Confidence),Toxic,0.738,Toxic  (Medium Confidence),Toxic,0.896,Toxic  (High Confidence),Toxic,0.977,Toxic  (High Confidence),Safe,0.164,Safe  (High Confidence),Toxic,0.689,Toxic  (Medium Confidence),Safe,0.102,Safe  (High Confidence)
